# m c logL logPrior
3.508908721462083768e+00 1.123035900806677923e+00 -7.644074080236931934e+01 -6.156220207776338244e-02
3.516064419735964730e+00 1.073221376488746381e+00 -7.644073388758638998e+01 -6.181354501866603152e-02
3.523182312561780272e+00 1.079941762028260088e+00 -7.644063040484029159e+01 -6.206406803774085906e-02
3.524248074677930997e+00 1.070513151271817121e+00 -7.644053187114062098e+01 -6.210162245935551412e-02
3.509760576213450278e+00 1.114693658880885785e+00 -7.644049246338076387e+01 -6.159209651171085320e-02
3.509033631152414845e+00 1.144282231405553185e+00 -7.644036512394629312e+01 -6.156658512279351847e-02
3.512969819014499340e+00 1.136029394932504877e+00 -7.644032601642106783e+01 -6.170478474653381951e-02
3.509706846962410864e+00 1.115231454740379435e+00 -7.644016825659774383e+01 -6.159021075807414453e-02
3.508289406650383135e+00 1.132242646243979411e+00 -7.643913189621326865e+01 -6.154047280407649173e-02
3.508186271826053915e+00 1.135152510768480560e+00 -7.643893841159211888e+01 -6.153685458914393003e-02
3.520572266787771465e+00 1.053531340956618045e+00 -7.643892923398720995e+01 -6.197214542837593820e-02
3.518327832412176726e+00 1.062515266876126185e+00 -7.643891554290482304e+01 -6.189315368163083447e-02
3.522201836926115881e+00 1.048464174956946326e+00 -7.643888837663703839e+01 -6.202952890022853105e-02
3.517051616754303556e+00 1.118216451947510182e+00 -7.643886649800160171e+01 -6.184826037457030745e-02
3.521139017913552660e+00 1.051620897120181253e+00 -7.643877132629313564e+01 -6.199209991736608777e-02
3.513060194575945427e+00 1.090670026672839299e+00 -7.643853396618246165e+01 -6.170795965356989932e-02
3.524921643979014974e+00 1.046249281691005839e+00 -7.643846450459659536e+01 -6.212536298095860249e-02
3.520065180463314736e+00 1.101380067978438682e+00 -7.643832225393278179e+01 -6.195429437355114838e-02
3.517893387053463883e+00 1.064533684815236469e+00 -7.643829245066322642e+01 -6.187786941337246327e-02
3.511400627709063915e+00 1.101928080788175945e+00 -7.643828265624109974e+01 -6.164967184137803285e-02
3.511611066896708877e+00 1.140105011433335314e+00 -7.643823664166220055e+01 -6.165706142575720639e-02
3.508201310294852604e+00 1.138794133077930981e+00 -7.643820335259498222e+01 -6.153738216777260989e-02
3.520483228256743313e+00 1.053929296467471355e+00 -7.643820147306334434e+01 -6.196901080218510799e-02
3.524276326737213250e+00 1.045386543343257868e+00 -7.643813465135551155e+01 -6.210261813600172903e-02
3.508278076326345918e+00 1.140339982569656296e+00 -7.643803248666031891e+01 -6.154007530416043259e-02
3.519317053531231920e+00 1.058428340991675043e+00 -7.643783265536725935e+01 -6.192796261637875666e-02
3.517970124010792343e+00 1.064255660554731531e+00 -7.643758486218681014e+01 -6.188056896716255528e-02
3.517958213105279341e+00 1.113373008825667254e+00 -7.643752884005351689e+01 -6.188014994577445416e-02
3.512485141291216362e+00 1.137353847357622127e+00 -7.643744085124691878e+01 -6.168775933895787045e-02
3.508385721123309597e+00 1.131489758878113205e+00 -7.643692857984220268e+01 -6.154385184090961636e-02
3.516258790192599903e+00 1.072602553891953026e+00 -7.643692155147931544e+01 -6.182037939803364246e-02
3.522596566353713765e+00 1.083992937514139276e+00 -7.643678788267723689e+01 -6.204343284643487610e-02
3.517641650484178761e+00 1.114950473622175142e+00 -7.643655972876652527e+01 -6.186901390610529544e-02
3.524688615089994315e+00 1.064816270297959111e+00 -7.643627960155652090e+01 -6.211714916672510939e-02
3.511049805733243989e+00 1.141283749236311040e+00 -7.643625496108705875e+01 -6.163735369169725392e-02
3.510423292510624460e+00 1.109721904875368814e+00 -7.643624746156855565e+01 -6.161535846300566360e-02
3.517053513777566032e+00 1.068707263302345334e+00 -7.643620274322861974e+01 -6.184832709387561717e-02
3.511086579115398898e+00 1.141177760441986599e+00 -7.643611043115988934e+01 -6.163864483022137020e-02
3.520510469935757225e+00 1.098337341213220686e+00 -7.643596019085242688e+01 -6.196996984463642305e-02
3.514316477312390052e+00 1.083329823275598569e+00 -7.643588189629353735e+01 -6.175210151354684068e-02
3.512695344496890471e+00 1.093318266778431802e+00 -7.643587298884162351e+01 -6.169514291625064623e-02
3.512428873701290311e+00 1.095103563048276829e+00 -7.643564180670779251e+01 -6.168578296405257538e-02
3.515594681989437031e+00 1.124868946258802405e+00 -7.643559925373403985e+01 -6.179702984016204742e-02
3.525158565876454375e+00 1.057539435966694974e+00 -7.643553936972820395e+01 -6.213371457286070987e-02
3.508627074138944923e+00 1.128189666023422744e+00 -7.643514684904560852e+01 -6.155231972690405895e-02
3.508313179573766316e+00 1.138399900236529705e+00 -7.643513465496712911e+01 -6.154130682985495954e-02
3.516853045772892816e+00 1.118827991543243527e+00 -7.643508593645020710e+01 -6.184127672781037505e-02
3.508531301012248971e+00 1.129732211890270177e+00 -7.643506929939019301e+01 -6.154895945091351517e-02
3.508403991886075879e+00 1.139937091720087947e+00 -7.643481441746507699e+01 -6.154449285141076753e-02
3.517953427112104681e+00 1.064623239486610196e+00 -7.643473986515402885e+01 -6.187998157664902077e-02
3.524442662617110589e+00 1.067243035237477988e+00 -7.643468551636016173e+01 -6.210848041037793366e-02
3.509321512121725384e+00 1.143206524672055080e+00 -7.643466458528016005e+01 -6.157668737720155966e-02
3.521072822762508103e+00 1.094530605122372213e+00 -7.643462617798735437e+01 -6.198976911598368805e-02
3.522584663492691170e+00 1.048115144701359025e+00 -7.643454292658535110e+01 -6.204301355736957513e-02
3.521275978871254875e+00 1.093144348764957474e+00 -7.643441490498881308e+01 -6.199692259687857726e-02
3.521675067450211305e+00 1.050491441467976017e+00 -7.643440253834563691e+01 -6.201097640350224788e-02
3.523776785630860164e+00 1.046322175326447779e+00 -7.643403909925464745e+01 -6.208501417475477402e-02
3.508880749573060509e+00 1.142446640063295993e+00 -7.643402006491594136e+01 -6.156122057362201777e-02
3.523641837610178573e+00 1.046467538448858869e+00 -7.643384705756025710e+01 -6.208025899878417964e-02
3.511394604134033592e+00 1.102556374632904568e+00 -7.643382393380544215e+01 -6.164946032970804179e-02
3.525081798119292120e+00 1.049132135014639422e+00 -7.643360587741521783e+01 -6.213100841715971101e-02
3.515446862948070184e+00 1.125321484814638229e+00 -7.643352088537335476e+01 -6.179183323105713610e-02
3.523576729082484871e+00 1.046595328134483527e+00 -7.643348155807561284e+01 -6.207796482865811372e-02
3.521669459562659199e+00 1.090306842599224391e+00 -7.643334687877489841e+01 -6.201077891208175985e-02
3.525083024946341848e+00 1.049304980365336926e+00 -7.643332770928124376e+01 -6.213105166382425215e-02
3.516112362330613639e+00 1.122225391372457803e+00 -7.643320666649323414e+01 -6.181523072267083169e-02
3.518939409320865686e+00 1.107491990030683437e+00 -7.643313528197064954e+01 -6.191467283235742303e-02
3.508363827834258153e+00 1.136175526773641531e+00 -7.643305697554175993e+01 -6.154308374227924344e-02
3.517907217057598235e+00 1.065011694726467617e+00 -7.643301950277063384e+01 -6.187835593912967280e-02
3.524683301863928975e+00 1.047224872927573713e+00 -7.643276672329145072e+01 -6.211696189219204078e-02
3.512800562387017766e+00 1.093003452910774387e+00 -7.643268799620082632e+01 -6.169883895553274211e-02
3.524342112042254005e+00 1.046629391348183225e+00 -7.643263309750169299e+01 -6.210493661357228273e-02
3.524926410801425547e+00 1.060313728663116351e+00 -7.643249655275869259e+01 -6.212553100782709781e-02
3.509149362796135652e+00 1.122398469619868777e+00 -7.643223362153391065e+01 -6.157064625206262742e-02
3.510890707329739957e+00 1.106631893980194459e+00 -7.643192170204882530e+01 -6.163176779407161798e-02
3.523497433585407013e+00 1.075753462354429812e+00 -7.643106980498671987e+01 -6.207517082241474637e-02
3.524612410694354825e+00 1.064283322162874024e+00 -7.643106602344246880e+01 -6.211446322810335735e-02
3.524879168513172623e+00 1.048867424408904236e+00 -7.643064842010744542e+01 -6.212386576309057024e-02
3.508878331814642593e+00 1.126190476996729251e+00 -7.643060336653766740e+01 -6.156113573739154660e-02
3.508461787335608317e+00 1.136742013796436135e+00 -7.643047719228479764e+01 -6.154652056597085391e-02
3.521711905257222330e+00 1.089627070526787200e+00 -7.643035916065699098e+01 -6.201227371815226652e-02
3.509171484690269516e+00 1.142051716603473821e+00 -7.643034152215435029e+01 -6.157142254481654670e-02
3.525050639162680799e+00 1.056471397099467469e+00 -7.643028016287635751e+01 -6.212991004330611911e-02
3.521729623602669168e+00 1.050867286321168548e+00 -7.643022490902605171e+01 -6.201289770880298591e-02
3.522383318193798907e+00 1.049189322622492204e+00 -7.643016612134799459e+01 -6.203592120144979516e-02
3.524803076859186479e+00 1.048604176305685476e+00 -7.643015052575408674e+01 -6.212118365317993718e-02
3.512040451268467312e+00 1.098465264159071753e+00 -7.642979398376775180e+01 -6.167214065673009421e-02
3.509409827769943035e+00 1.142124299802867338e+00 -7.642956837023405114e+01 -6.157978669624131207e-02
3.525065981774833546e+00 1.054866936276283251e+00 -7.642949859351688247e+01 -6.213045087933086186e-02
3.525053757781632768e+00 1.052148918440730219e+00 -7.642936497044850341e+01 -6.213001997625204609e-02
3.523330677671340450e+00 1.076916029498676597e+00 -7.642933972131659459e+01 -6.206929532109992792e-02
3.508950432965548760e+00 1.125699018833576259e+00 -7.642912483753751474e+01 -6.156366570504555324e-02
3.518644584841575718e+00 1.062166455009107668e+00 -7.642906290478967435e+01 -6.190429857217473464e-02
3.511674457130206761e+00 1.138712012240918892e+00 -7.642881766588021719e+01 -6.165928746430365814e-02
3.508545799201883586e+00 1.137224491037162943e+00 -7.642864001194325851e+01 -6.154946812548592328e-02
3.511056267128458863e+00 1.140183336477595955e+00 -7.642856337347046747e+01 -6.163758055471014324e-02
3.511286321525484588e+00 1.104138089387206811e+00 -7.642815274315071861e+01 -6.164565815865984816e-02
3.508596800501333934e+00 1.137895438721925112e+00 -7.642807519855921328e+01 -6.155125754244099301e-02
3.511499686054084801e+00 1.102565250427764543e+00 -7.642803714183440889e+01 -6.165315022578968240e-02
3.513063877514334798e+00 1.134285043137754467e+00 -7.642796702927886088e+01 -6.170808903748026264e-02
3.521684386299996472e+00 1.089480626388951157e+00 -7.642773506258117777e+01 -6.201130458354590924e-02
3.517634023234827989e+00 1.114063193082014402e+00 -7.642762930553273293e+01 -6.186874560709620940e-02
3.523437519481226854e+00 1.047771011485974402e+00 -7.642759940958421794e+01 -6.207305976844010309e-02
3.524664906709419121e+00 1.062362191457872918e+00 -7.642742550772265986e+01 -6.211631352294459674e-02
3.522758938282529506e+00 1.081347025151292662e+00 -7.642731265074817770e+01 -6.204915268624727753e-02
3.522327237229233798e+00 1.084675045047585717e+00 -7.642705974679091696e+01 -6.203394583063463058e-02
3.516581802952717606e+00 1.119318416125616000e+00 -7.642693504092426338e+01 -6.183173788429092294e-02
3.508999771545746604e+00 1.140590754126070916e+00 -7.642683692771623782e+01 -6.156539698354050738e-02
3.509959474374537258e+00 1.115347441692936314e+00 -7.642678689249396484e+01 -6.159907755875788232e-02
3.522164358738707701e+00 1.050216091075542035e+00 -7.642656559354030321e+01 -6.202820884984625027e-02
3.508940439478149820e+00 1.140162102681981926e+00 -7.642634772971462098e+01 -6.156331503902555402e-02
3.514130316911916907e+00 1.130111930808000542e+00 -7.642626702535093841e+01 -6.174555942119724916e-02
3.517033583501247840e+00 1.069835605311754145e+00 -7.642625913560736706e+01 -6.184762613737814635e-02
3.524779923548276184e+00 1.059957278488813381e+00 -7.642621146129721410e+01 -6.212036754724496040e-02
3.524768000040170435e+00 1.060164323768122863e+00 -7.642618728254021221e+01 -6.211994727053591486e-02
3.515413388458655142e+00 1.124672937114770344e+00 -7.642597277832744851e+01 -6.179065645877181850e-02
3.511515437676439255e+00 1.138690579472563247e+00 -7.642563007113172091e+01 -6.165370334519976875e-02
3.508635538589031988e+00 1.135532718907290795e+00 -7.642560803368135680e+01 -6.155261671324974149e-02
3.518854201227235912e+00 1.061665653968949963e+00 -7.642549494504450536e+01 -6.191167444747285031e-02
3.521388824753144853e+00 1.091205394993409072e+00 -7.642506458673427971e+01 -6.200089627548167892e-02
3.516658638571866557e+00 1.071824755762104120e+00 -7.642492862590194136e+01 -6.183443990121068046e-02
3.508827227920301883e+00 1.129313048036751699e+00 -7.642487850160782159e+01 -6.155934257697435324e-02
3.512636597738260757e+00 1.095033553410448501e+00 -7.642479052559542652e+01 -6.169307933885111866e-02
3.510264387454956836e+00 1.113000189628784664e+00 -7.642453431458166335e+01 -6.160978034917261037e-02
3.510014951020517859e+00 1.115300249796480347e+00 -7.642434968062931944e+01 -6.160102478193785203e-02
3.508763338449285119e+00 1.131064582573338306e+00 -7.642427631676281408e+01 -6.155710082622885965e-02
3.524860311186458706e+00 1.056515522697794252e+00 -7.642427545949597345e+01 -6.212320106688748456e-02
3.520825957451265253e+00 1.094897599804049104e+00 -7.642412770464804339e+01 -6.198107711331309055e-02
3.509034184286987212e+00 1.139585180556043742e+00 -7.642361258214748432e+01 -6.156660453247320142e-02
3.523524077000514065e+00 1.074132524533830013e+00 -7.642357636498778106e+01 -6.207610960601161326e-02
3.514890567086379924e+00 1.126657836360741127e+00 -7.642328522548677938e+01 -6.177227849296407225e-02
3.516731826213227219e+00 1.118182500243636301e+00 -7.642318006168709132e+01 -6.183701368750511157e-02
3.513519380598588704e+00 1.089548291090869592e+00 -7.642312729762221579e+01 -6.172409218920945490e-02
3.519090086932735950e+00 1.060956365772101950e+00 -7.642308757284880016e+01 -6.191997519974124647e-02
3.522391105008190859e+00 1.050206437264092685e+00 -7.642303895610876907e+01 -6.203619548320411792e-02
3.518905313471503149e+00 1.061736551749887125e+00 -7.642292628491861706e+01 -6.191347302588989104e-02
3.524661129605910936e+00 1.060461264792061264e+00 -7.642290639890575221e+01 -6.211618039277408410e-02
3.516932857184147387e+00 1.117146320125749437e+00 -7.642283051357023282e+01 -6.184408360970725105e-02
3.514394401818198954e+00 1.128665805187590632e+00 -7.642281126216758480e+01 -6.175484005765547596e-02
3.511593649911227022e+00 1.138099370095555507e+00 -7.642280967344268561e+01 -6.165644981048427203e-02
3.508768009291542977e+00 1.136310608241651199e+00 -7.642276095001216163e+01 -6.155726471513868481e-02
3.512005029065399242e+00 1.099634306027861497e+00 -7.642273437498479893e+01 -6.167089662090327606e-02
3.515640707449377178e+00 1.123290229711232158e+00 -7.642264106129616152e+01 -6.179864791937578899e-02
3.517040689369527406e+00 1.116583327167781192e+00 -7.642263207122736901e+01 -6.184787605340439504e-02
3.523511753533188351e+00 1.048646765151626470e+00 -7.642262647231882511e+01 -6.207567538643261884e-02
3.512106724271857328e+00 1.136672927092398089e+00 -7.642252489637357371e+01 -6.167446821337797813e-02
3.518878968198718038e+00 1.106678933820828936e+00 -7.642249745578935460e+01 -6.191254596415637912e-02
3.518258101098012514e+00 1.064564940919541680e+00 -7.642244216472053608e+01 -6.189070032970896140e-02
3.524659265732514424e+00 1.051115801787229742e+00 -7.642241190388689631e+01 -6.211611469757033488e-02
3.516176993926224625e+00 1.120768397915614889e+00 -7.642230064960943992e+01 -6.181750326308029647e-02
3.520854257090111794e+00 1.054553847087431606e+00 -7.642214924033262946e+01 -6.198207349834781998e-02
3.524530142193222026e+00 1.050379554974486540e+00 -7.642193654554074556e+01 -6.211156361614286053e-02
3.522017549479364185e+00 1.051236573166524080e+00 -7.642189346090106028e+01 -6.202303809420313396e-02
3.524558883946195653e+00 1.061748460043358877e+00 -7.642185997157575628e+01 -6.211257663202025825e-02
3.524328489805248932e+00 1.049557080678992671e+00 -7.642178226905690508e+01 -6.210445652026473640e-02
3.511222940140727111e+00 1.138816559411987450e+00 -7.642176484473843345e+01 -6.164343267685245403e-02
3.513372633640628795e+00 1.132442866557020977e+00 -7.642165427575827152e+01 -6.171893631407444902e-02
3.515061473246678947e+00 1.125739870115046504e+00 -7.642160487244527189e+01 -6.177828580351556187e-02
3.516256665960739713e+00 1.120303520197126312e+00 -7.642149941396854729e+01 -6.182030470456668231e-02
3.509800797839643938e+00 1.117988061026939706e+00 -7.642141232599794876e+01 -6.159350820257900733e-02
3.521168077259234419e+00 1.092246969034846860e+00 -7.642136271573376405e+01 -6.199312314154747927e-02
3.508854550905771585e+00 1.131012404960553663e+00 -7.642135751379939279e+01 -6.156030129706072107e-02
3.518209167479003252e+00 1.110300140052591145e+00 -7.642132487409830333e+01 -6.188897873066651067e-02
3.508910767162578992e+00 1.129709859541685901e+00 -7.642127299679954433e+01 -6.156227385954739922e-02
3.513490339970260834e+00 1.089963911471148794e+00 -7.642114660287799666e+01 -6.172307184532170587e-02
3.522720547845098693e+00 1.080680226533566879e+00 -7.642112240713268534e+01 -6.204780029105035066e-02
3.524536542059885313e+00 1.050781593767276867e+00 -7.642111005061246942e+01 -6.211178918157726075e-02
3.517958327137277852e+00 1.111630599347033455e+00 -7.642104599451889158e+01 -6.188015395737257035e-02
3.522964748884671149e+00 1.078623995280592718e+00 -7.642097391012585206e+01 -6.205640310942016347e-02
3.519428336432929072e+00 1.103295157369311719e+00 -7.642097372067274819e+01 -6.193187907643528389e-02
3.509610103656244373e+00 1.120105791228473313e+00 -7.642091163895847217e+01 -6.158681539842997266e-02
3.508832855380355387e+00 1.132322563355087963e+00 -7.642082820753091710e+01 -6.155954003498329691e-02
3.517205979203504196e+00 1.115547757928540218e+00 -7.642081139366635512e+01 -6.185368950072440974e-02
3.514963392826117250e+00 1.081291330629235992e+00 -7.642057161804578413e+01 -6.177483826453843835e-02
3.509093769282408459e+00 1.138670251007884548e+00 -7.642052773169947955e+01 -6.156869540808311558e-02
3.512090783099737212e+00 1.099337835016422460e+00 -7.642042759089198967e+01 -6.167390834367062619e-02
3.523810938795304271e+00 1.070631853125924460e+00 -7.642033776880836626e+01 -6.208621766186721985e-02
3.515174966298827641e+00 1.080156116856600512e+00 -7.642015095629520260e+01 -6.178227521846980930e-02
3.508865896932685580e+00 1.135792700422455725e+00 -7.642013550602447935e+01 -6.156069941328611017e-02
3.524053574813313716e+00 1.049418738786689786e+00 -7.642009476013014080e+01 -6.209476799077248699e-02
3.520308283202504107e+00 1.097743420721257745e+00 -7.641991111049651408e+01 -6.196285204392080331e-02
3.523129139133492682e+00 1.077016310104988328e+00 -7.641990691047382711e+01 -6.206219465505753707e-02
3.515660494370308697e+00 1.077544301095766821e+00 -7.641982189389253222e+01 -6.179934355838041099e-02
3.511569203320256793e+00 1.103220565013029564e+00 -7.641972529476544196e+01 -6.165559134853631357e-02
3.509235407243661342e+00 1.125096628594308923e+00 -7.641945011342596672e+01 -6.157366571726293619e-02
3.519854924212562963e+00 1.100517717025119468e+00 -7.641933860703217363e+01 -6.194689343751714344e-02
3.520990550097288896e+00 1.093168124545212949e+00 -7.641914867612834428e+01 -6.198687226937204392e-02
3.516050385697953473e+00 1.075563611027626765e+00 -7.641907586694506449e+01 -6.181305157383364113e-02
3.510928905865082772e+00 1.108340072562348899e+00 -7.641884321725899554e+01 -6.163310891019493920e-02
3.508910573025535662e+00 1.135299506837871508e+00 -7.641876332518637582e+01 -6.156226704745195594e-02
3.518447188345326104e+00 1.064150120623494455e+00 -7.641873318643500568e+01 -6.189735308587565599e-02
3.508901777117428900e+00 1.134872938765733030e+00 -7.641872455606386438e+01 -6.156195840728925783e-02
3.512252852310273177e+00 1.135739822089975481e+00 -7.641870842901903416e+01 -6.167960049280824669e-02
3.524167441757798169e+00 1.050092677696473631e+00 -7.641860086147535469e+01 -6.209878078772852750e-02
3.510753091891480882e+00 1.109842668098928176e+00 -7.641853609136086334e+01 -6.162693636112796108e-02
3.524304427184164812e+00 1.050635633687495352e+00 -7.641838632783115770e+01 -6.210360847734952561e-02
3.514033027002793297e+00 1.129581137135971858e+00 -7.641830993043359399e+01 -6.174214057433206199e-02
3.509165409162862126e+00 1.126594044609787071e+00 -7.641829599598332834e+01 -6.157120934432578491e-02
3.513960557222934433e+00 1.129845515671407563e+00 -7.641818082148590463e+01 -6.173959398859257819e-02
3.509165615984483289e+00 1.138084602163860648e+00 -7.641815824328608642e+01 -6.157121660203878494e-02
3.523715228655854848e+00 1.049606717858124760e+00 -7.641803304161794586e+01 -6.208284506330591368e-02
3.509315015655258385e+00 1.138716312868718994e+00 -7.641791368245773697e+01 -6.157645939551732728e-02
3.523778749104716557e+00 1.070352793998985197e+00 -7.641773740834906903e+01 -6.208508336321000992e-02
3.521119823092142553e+00 1.092089460391064693e+00 -7.641763430851685257e+01 -6.199142404286220320e-02
3.509021509714574716e+00 1.129820648597718025e+00 -7.641744118086657522e+01 -6.156615977819777236e-02
3.511993521597813306e+00 1.136293719569371419e+00 -7.641739808359011477e+01 -6.167049247872504608e-02
3.514272766894952937e+00 1.085647552880471212e+00 -7.641734038801055817e+01 -6.175056540069754490e-02
3.510664035241608083e+00 1.110826796657528703e+00 -7.641721104662481423e+01 -6.162380984169445186e-02
3.508958004519870055e+00 1.134067444309086126e+00 -7.641705534518985132e+01 -6.156393138742033422e-02
3.520092497022813127e+00 1.057798968885935276e+00 -7.641703252277281422e+01 -6.195525593798151959e-02
3.509503705464247503e+00 1.122390289269723507e+00 -7.641701788231873138e+01 -6.158308129333641551e-02
3.521591658182578577e+00 1.088679593650552446e+00 -7.641693533427516627e+01 -6.200803903490561403e-02
3.520279486834076987e+00 1.097538591357477777e+00 -7.641674547735141232e+01 -6.196183832712396505e-02
3.509019365894812559e+00 1.130603541837321258e+00 -7.641660878560037418e+01 -6.156608455112416722e-02
3.515447778674061663e+00 1.123476969074465259e+00 -7.641649620691985945e+01 -6.179186542292197659e-02
3.524441354405422278e+00 1.061127891123417655e+00 -7.641644405525951811e+01 -6.210843430321563025e-02
3.517603635798541184e+00 1.112984055397938876e+00 -7.641623313624108960e+01 -6.186767669291558247e-02
3.509460711470554273e+00 1.123192234649433408e+00 -7.641617683742776990e+01 -6.158157242677705229e-02
3.516053352051826675e+00 1.075883448975510026e+00 -7.641605028839884994e+01 -6.181315587237443121e-02
3.509124154677706553e+00 1.128489155467496952e+00 -7.641601249919185079e+01 -6.156976166471263279e-02
3.509430762275489890e+00 1.123687024375997767e+00 -7.641586398003843783e+01 -6.158052137602763182e-02
3.510810841769169688e+00 1.109844823325151886e+00 -7.641570768196307029e+01 -6.162896383341973094e-02
3.516071363897091295e+00 1.120535730064498692e+00 -7.641566380480307430e+01 -6.181378918008575973e-02
3.522236989536226215e+00 1.051691554560547415e+00 -7.641547949557030961e+01 -6.203076705228607879e-02
3.517756748017237811e+00 1.067597603268589435e+00 -7.641543478246326515e+01 -6.187306269110406237e-02
3.522210877236704007e+00 1.083826810919966910e+00 -7.641539288847701528e+01 -6.202984731862275919e-02
3.514432092525805906e+00 1.127646248040546029e+00 -7.641526172973088649e+01 -6.175616466487657968e-02
3.524467343831614308e+00 1.053559442509093058e+00 -7.641515848800020194e+01 -6.210935028867737434e-02
3.510523678533434833e+00 1.112429385929299075e+00 -7.641514294192182888e+01 -6.161888248771959370e-02
3.523917609879032575e+00 1.068128939797532206e+00 -7.641513630755933661e+01 -6.208997660607776942e-02
3.510860410395587383e+00 1.109550948222723044e+00 -7.641500442660409931e+01 -6.163070410641537100e-02
3.516216117327820800e+00 1.119743462669652523e+00 -7.641467892639387571e+01 -6.181887891877967112e-02
3.515813355021316422e+00 1.121563731307176015e+00 -7.641417245788670698e+01 -6.180471773673123365e-02
3.512893800255903365e+00 1.094693797272523916e+00 -7.641399547362208011e+01 -6.170211425938181699e-02
3.519324028281172634e+00 1.061122190892133776e+00 -7.641352669701450395e+01 -6.192820808018610623e-02
3.522506537216844258e+00 1.081124628253458120e+00 -7.641324937848888510e+01 -6.204026152367700386e-02
3.509211255531619500e+00 1.128429309245360779e+00 -7.641322250109391234e+01 -6.157281817974902954e-02
3.520244687197416678e+00 1.097308644959126500e+00 -7.641312707481210964e+01 -6.196061328870820090e-02
3.515026335164186833e+00 1.124922301025408578e+00 -7.641305925374115304e+01 -6.177705068448887532e-02
3.516111882433798019e+00 1.120038446036580870e+00 -7.641293507845307431e+01 -6.181521384896072890e-02
3.522919341288565320e+00 1.077562637651251931e+00 -7.641288129119564587e+01 -6.205480342612528649e-02
3.509118452551608591e+00 1.132913604251428286e+00 -7.641284231572015528e+01 -6.156956157019097264e-02
3.523387131716707810e+00 1.073184838604108959e+00 -7.641271123357233819e+01 -6.207128439973443740e-02
3.511158114182958645e+00 1.137515842053729243e+00 -7.641271065187820000e+01 -6.164115651396414458e-02
3.509411966063357813e+00 1.137115701175144933e+00 -7.641258954060171504e+01 -6.157986173774340766e-02
3.519928965948402766e+00 1.099230174322067821e+00 -7.641251565838012993e+01 -6.194949962661296106e-02
3.523039152103795590e+00 1.076418289970351161e+00 -7.641248850850385566e+01 -6.205902433628115999e-02
3.518807013322432287e+00 1.105943737598557464e+00 -7.641246648752135684e+01 -6.191001398503569175e-02
3.512828661612321657e+00 1.133135243434352679e+00 -7.641241021069188832e+01 -6.169982602922507303e-02
3.512703638151661867e+00 1.133530561138139214e+00 -7.641240444177772417e+01 -6.169543424741960602e-02
3.520359823832647006e+00 1.057444366987254414e+00 -7.641235164205920682e+01 -6.196466644627513648e-02
3.518948740288482480e+00 1.062776380347599581e+00 -7.641229861679622104e+01 -6.191500118388947732e-02
3.519845629035368351e+00 1.059320159917561233e+00 -7.641197861382887879e+01 -6.194656626119694753e-02
3.519551245204965539e+00 1.060441101924163743e+00 -7.641185606068668790e+01 -6.193620483811911048e-02
3.518972819026067178e+00 1.104896143520910146e+00 -7.641170769198834023e+01 -6.191584850522133254e-02
3.522066654372198347e+00 1.052709839303646921e+00 -7.641131925037976202e+01 -6.202476758920285466e-02
3.510215896541510450e+00 1.116106737021287376e+00 -7.641126476422593328e+01 -6.160807820166359916e-02
3.510061824280243048e+00 1.138173096413719332e+00 -7.641118199910039266e+01 -6.160267005134772988e-02
3.513621963247312685e+00 1.090410321745818090e+00 -7.641075052366502973e+01 -6.172769650306949435e-02
3.523630628708578350e+00 1.051414200614172456e+00 -7.641051015438328875e+01 -6.207986403786605600e-02
3.512528857393674375e+00 1.133807434403963255e+00 -7.641050673138147431e+01 -6.168929487011655388e-02
3.520138764235636764e+00 1.097635865546731093e+00 -7.641037213228057112e+01 -6.195688459737198200e-02
3.517744534830696157e+00 1.068254580054130098e+00 -7.641015900656157100e+01 -6.187263306165615567e-02
3.523584191412951760e+00 1.070488535586059609e+00 -7.640998630661948710e+01 -6.207822776987632213e-02
3.515347309397760522e+00 1.123159903443738061e+00 -7.640985937636666847e+01 -6.178833352845037458e-02
3.512529317257448991e+00 1.133710742601833132e+00 -7.640981888378955489e+01 -6.168931102296540403e-02
3.522313158128560495e+00 1.052524375249561217e+00 -7.640943637209778672e+01 -6.203344991962796845e-02
3.519825999395607585e+00 1.059740797650560395e+00 -7.640918863029295949e+01 -6.194587533010643965e-02
3.524057951476149864e+00 1.053146902021323772e+00 -7.640913346296115094e+01 -6.209492222681139290e-02
3.522992170054812355e+00 1.051703085604944965e+00 -7.640901018032928960e+01 -6.205736915133757553e-02
3.520174924301560093e+00 1.097227659823943435e+00 -7.640899345882797888e+01 -6.195815748840747400e-02
3.521689412518188345e+00 1.053951180819310496e+00 -7.640894837684842855e+01 -6.201148159121352282e-02
3.521654652347759207e+00 1.087046458277150851e+00 -7.640888175860654030e+01 -6.201025745201308587e-02
3.523649054804976810e+00 1.051910772564626617e+00 -7.640880161697285189e+01 -6.208051330714003946e-02
3.511218505239912968e+00 1.107678900271305888e+00 -7.640872425890795228e+01 -6.164327695769604432e-02
3.524286601397478069e+00 1.057392156551095530e+00 -7.640870914613600462e+01 -6.210298024394893951e-02
3.523931055371413823e+00 1.052700704437304680e+00 -7.640867975209950202e+01 -6.209045041505542595e-02
3.521198844750868862e+00 1.090290659670950513e+00 -7.640854393000442712e+01 -6.199420652137427323e-02
3.524061818519885314e+00 1.063725874028507157e+00 -7.640835981735619953e+01 -6.209505850374839875e-02
