m	c	logL
-2.75435828179799671034e+01	-5.32602603216570180678e+00       -6.738680e+06
-2.88201484170290385123e+01	4.67771600205361259839e+00       -6.640193e+06
-2.60066123936272823869e+01	-2.48204493100703027508e+00       -5.935716e+06
3.41516953256952930928e+01	-5.40650997419580292558e+00       -5.777302e+06
-2.62315838620685894966e+01	5.86297569780954397345e+00       -5.535329e+06
-2.39791848462674508369e+01	-8.33059318176760044139e-01       -5.070606e+06
-2.24403538034212104435e+01	-7.63498680840544707848e+00       -4.888646e+06
-2.21504988829189244370e+01	-7.19347317435367017424e+00       -4.761429e+06
-2.18383302910480630032e+01	-9.08256267717229803793e+00       -4.753525e+06
-2.25448483488773554484e+01	-1.23780644863747468776e+00       -4.581888e+06
-2.17971860354437225737e+01	-6.09941200378727454989e+00       -4.579120e+06
3.10445219057077252955e+01	-6.59830388719732408020e+00       -4.568926e+06
-2.25453547659063957553e+01	1.48068730304147855303e-01       -4.509639e+06
-2.13506947141303839999e+01	-5.55713007896482658055e+00       -4.397421e+06
-2.12766831381068541873e+01	-6.02435101431157082885e+00       -4.396532e+06
-2.20311909969039518842e+01	-7.17892343996981985299e-01       -4.378696e+06
-2.28985322643109689977e+01	8.26249830525605410969e+00       -4.217706e+06
-2.04616248468875596700e+01	-5.41643458040981506940e+00       -4.093473e+06
-2.22605120906347835330e+01	6.86401676599992072170e+00       -4.075839e+06
-1.97100212782155352897e+01	-9.75087153360153280346e+00       -4.065172e+06
-2.10482186495830347894e+01	-5.80756685730825950031e-01       -4.044914e+06
-1.96476155068970044226e+01	-9.37975968408852445179e+00       -4.026216e+06
-2.06586040867968918633e+01	-1.09974801857314163911e+00       -3.944159e+06
-2.20774387162606693380e+01	8.83285743451260074721e+00       -3.921714e+06
-1.98065153225042038798e+01	-5.74648024312513516776e+00       -3.897653e+06
-1.91332227443981572890e+01	-8.49444704271881789737e+00       -3.817530e+06
-2.13108023243208641873e+01	7.35066042343721548491e+00       -3.748325e+06
2.68404227618176314252e+01	4.35288302909273028263e+00       -3.725063e+06
-1.90954838592483149284e+01	-2.80429302653888079533e+00       -3.535485e+06
2.80529414486145327601e+01	-8.01369939439242884305e+00       -3.527656e+06
-1.87225635797156577667e+01	-4.75116023216588256872e+00       -3.512288e+06
-1.78567978620170286774e+01	-9.89958837300150307215e+00       -3.489527e+06
-1.79855452259007861926e+01	-8.94246618576169893799e+00       -3.483805e+06
2.76457472957290093518e+01	-7.93541133617832272762e+00       -3.408323e+06
-1.92363690716475943532e+01	2.17968585028594308284e+00       -3.351205e+06
-1.99209961367463606052e+01	8.82928942603705557701e+00       -3.260549e+06
-1.81460314520945011907e+01	-3.75603417149266149977e-01       -3.145317e+06
2.56306374152963201141e+01	-4.78475988957545617097e-01       -3.143102e+06
-1.85865329777709717973e+01	3.16725233530166150331e+00       -3.118581e+06
-1.93361269898936427580e+01	8.92942160517806904352e+00       -3.087492e+06
-1.93993058024289446450e+01	9.38554877632936523923e+00       -3.086276e+06
-1.78378407041797935051e+01	-7.95435679450981147909e-01       -3.075391e+06
-1.63502808974169724365e+01	-9.98276357410392911618e+00       -3.052365e+06
-1.72878038730100662690e+01	-3.39127073350031071897e+00       -3.031291e+06
-1.91032565305079948814e+01	9.75113375210549371275e+00       -2.987472e+06
-1.72581097098597737727e+01	-2.05330910188712856268e+00       -2.965840e+06
-1.88940936880397316600e+01	9.69746540933507006343e+00       -2.931400e+06
-1.72093894783170533458e+01	-1.26513449768727292977e+00       -2.919045e+06
-1.88191644756176721387e+01	9.66123147804784920822e+00       -2.912136e+06
-1.60718336003823090152e+01	-7.82892861157350949952e+00       -2.881957e+06
-1.79820629322095300040e+01	5.26269704555151029979e+00       -2.861397e+06
2.46099196528918682247e+01	-9.55903756643661672854e-01       -2.837069e+06
-1.60697949579551675470e+01	-5.78421762507505299311e+00       -2.795638e+06
-1.76900296689176528275e+01	5.42780885016847580715e+00       -2.775255e+06
2.41226417311989962400e+01	4.90502301830692211126e-01       -2.763857e+06
2.36046486318232666690e+01	3.84249165958864047354e+00       -2.760810e+06
2.35327066091612699950e+01	4.07954526278178608578e+00       -2.751138e+06
-1.74704769763220042478e+01	5.65231249832296445135e+00       -2.707373e+06
-1.58650713174531556859e+01	-4.67861253284394962293e+00       -2.695233e+06
-1.62415334189393476549e+01	-1.79675678776701097661e+00       -2.678563e+06
-1.78004943021726695918e+01	8.61489132738712370951e+00       -2.678189e+06
-1.76520651801093819699e+01	8.23346772764522505383e+00       -2.653856e+06
-1.76010381227531915727e+01	8.33932353206576415516e+00       -2.636285e+06
2.31365472041928335045e+01	3.68657682049618173892e+00       -2.629977e+06
-1.47452163939486329269e+01	-9.89964477215345084460e+00       -2.611890e+06
-1.58840097577083998459e+01	-2.23138665425106452744e+00       -2.601812e+06
-1.66688706549526379774e+01	3.27271356126859647162e+00       -2.589768e+06
-1.51622574132240455214e+01	-6.08260466002815913811e+00       -2.567096e+06
-1.68525223845718841176e+01	5.14713235709096572634e+00       -2.564625e+06
2.22170807134710237563e+01	7.75246366819092536105e+00       -2.551945e+06
-1.71081359509328443380e+01	7.71018731953707359139e+00       -2.532187e+06
-1.54435437280247018776e+01	-3.34772112318643078055e+00       -2.531594e+06
-1.59733971277349446893e+01	2.97464234288358220226e-01       -2.525555e+06
-1.50418353685944303777e+01	-5.46257024176396122073e+00       -2.511450e+06
-1.56335832154447764708e+01	-1.52442520594779384879e+00       -2.509117e+06
-1.57279658997659677055e+01	3.64937029237480281552e-01       -2.460145e+06
-1.68098933036432924837e+01	7.97441323129310308815e+00       -2.445967e+06
-1.48376287908081572198e+01	-3.57915364398984481298e+00       -2.386620e+06
